,text,label
2873,@KyleKulinski @YouTube anti jew speech.,0
2874,"@talkRADIO Antisemitism means against semites, so if I called a jew or self appointed semite something that didn't depict them in a positive light as Antisemitic. But Jews and self appointed semites in the Talmud refer to non Jews or non-semites as Goyim, which are animals in human form!",0
2875,reading macbeth in english and apparently one of the ingredients in the witches' cauldron scene is 'liver of a blaspheming jew',0
2876,"and jew
https://t.co/ogrAhvMQut",0
2877,"The violence and hatred of the intruder tribal khazar fake ""jew"" colonizer #zionists is beyond human comprehension. https://t.co/yF6bV7ZYw4",0
2878,"@AJEnglish @MariamBarghouti Lets Expose!
Do you know many muslim were taught that the jew never been in the land. Their strategy would be try to avoid talking about kingdom of judah, kingdom of israel, and omar ibn al khataab invasion on someone else land that moved people from arabia to jerusalem.",0
2879,"@PafkoBosh @peterwalker99 @tcgriffin Not the actual founding bolsheviks, Lenin Khalinin, Bhukarin, they were russian. There were some dominant marxist revolutionaries like Trotsky who was born a ukranian jew and who moved over to Bolshevism from Menshevism. But it’s a clutching at straws to say they were all jewish.",0
2880,"Jesus was a Zionist jew, MLK was anti LGBT, Ghandi was a racist

Arthur Morgan, now that's a TRUE progressive icon",0
2881,videos massage tits pussy izle porn XXX XXX XXX Nue com XXX Sexe Video time jew ass Japanese thais Porno porn India… https://t.co/lGOdjyxfD0,0
2882,"OK dude, if you are going to spy on me, at least make sure you are spying on the right person this time. I am not French, my name is not Rose, not black, not asian and definitely not a horse. I'm a chubby, 5% jew, catholic, tomato face Tex/Mex.",0
2883,"@willempet
Gen 27:41
And Esau[=edom/jew –zionism /illuminati=n.w.o.]
hated Jacob[=12Tribes White West–James1:1]
...and Esau said in his heart...;
then will I slay my brother Jacob[White West]
https://t.co/wJRvj0juot https://t.co/Qs9LItFCIz",0
2884,@MerseyElectrics @TheModsterTW jew candles,0
2885,@rhysrazali @krulaiman Yashe jew,0
2886,mobil urs Lesbiennes young brooke pussy XXX porn stream Casting jew XXX Www Sex Xnxxx video videos Porno parn ginge… https://t.co/DSh47R4bfY,0
2887,"@AriKrauss @theintercept @ggreenwald Israel shouldn't even exist. It's built on a lie written in a ""holy book"" that is mostly bogus crap (like all these books). That dosen't mean that any jew should come too harm but neither should Palestinians. They should together build a new secular nation.",0
2888,@TOOEdit This is what pulling the jew card looks like,0
2889,"@SkyNewsAust your asking a jew,  what do you think he will say",0
2890,@lovelyjessij If I speak. I get called a jew hater😖😑,0
2891,"@_harriscole i’ve been called an honorary jew on account of my giant shnoz, curly hair, and frugality.",0
2892,@JoshVernier610 is this the Victims Recovery Group show? 😂 can we throw a female jew in the mix somewhere?,0
2893,@_jeweeelj @dchristianxcszz Happy birthday jew!,0
2894,"@AngelinaNewsom @LauraLoomer By this logic, it would have been discrimination for a jew not to accept a ride from a… https://t.co/d4g8UKxyeU",0
2895,wet xxx Step threesome hunter trios simone teen com lily hd Alexis Video izle Photos stream sex jew BDSM BDSM Porno… https://t.co/7mwM743OhV,0
2896,i am a mountain jew hear me roar,0
2897,@lunchfan I could probably pass as a jew tbh,0
2898,"my facebook feed is a hard split of zionists who think everyone is an anti-semite, and anti-israel people who think every jew needs to up and leave. the occupation + apphartide will never end cause of this discourse. someone worse then Netanyahu will get elected. WE ARE FUCKED!",0
2899,@nbcsnl OJ Simpson... not a jew,0
2900,"@realDonaldTrump @FLOTUS Wonder how your group of hood wearing, torch carrying ""very fine people"" would feel if they found our your daughter is married to a jew and have Jewish children?",0
2901,So sick of these stupid fake Jews man smh. I'm gonna start calling them Jew wish coz they wish they were jew but in reality they're not.,0
2902,"happy channukah &amp; bday to my favorite jew, wish we were home celebrating together :,( 💓 ilj (i &lt;3 jew) https://t.co/oC28Dm7Oam",0
2903,allow me to introduce myself. i am alis. as the jew member of the order i will be accompanying you as you prepare for the georg.,0
2904,@jewitchbitch I’m a good jew boi tho 😓,0
2905,wet xxx Step threesome hunter trios simone teen com lily hd Alexis Video izle Photos stream sex jew BDSM BDSM Porno… https://t.co/Bbyy721odk,0
2906,@Peppi1207 @alsada96318055 @HebMacMan @LunneySinead @malkaavram @joeburns_joe @IDFsoldiergirl @WhistleBlowerXY @laielkha @omer18365408 @Wildwildwoody @irishzionist @MMayerhoff @shannonlshipley @cbecerrapombo @speedymc67 @orla_murray1 @camels_i @dlsmith0817 @DohanyJulian @stscholasticas @spain_1957 @Sibrad2 @plaindamsel @turnermx @ellyngail @Shanna1627 @nissatal @dorbar @ishhadmama @RabbSol @DavidMeir11 @the_alvi @AnahitaAredvi @Lina_Ondine @Matamurt @SRawlsen @silver_stacker @SamMorein1 @dezi555 @Kerpendo @UpYourAss7 @NuttyYahoo @immrincognito @FranatAFI @leena_dajani @Electroflxmusic @cschneid65 @NSRoundtable @LearsiReverof Why is alsada a jew hater ? you realize that there is no Biblical precedent for accusation without witnesses? ( deuteronomy 19;15)  Tell us specifically how you came to this conclusion ?,0
2907,"Just a jew enjoying the Christmas vibes!! Painting a new little african elephant, #wip #underpainting #christmas2018 #eletopia_86 #elephantpainting #ellies #africanelephant #ocpainter… https://t.co/wIIT7i582j",0
2908,@SethAMandel im sure this is funny but i don't speak jew,0
2909,imagine being a jew😂😭🤣👏,0
2910,"A  jew, christians from different denominations, muslims and a yezidi woman, all from 9 different countries, sitting at one table, sharing a meal and sharing thoughts. #spreadthelove #interreligiousdialogue #culturaldialogue https://t.co/6GXY9Plp78",0
2911,@Sneaky_Disease @PetiteNicoco The difference is that being a jew is both an ethnicity and a religion.  Muslim is be… https://t.co/pkv7JQur56,0
2912,@maxberger is a jew,0
2913,it’s a bad look to be a self-hating jew. this is why so many bad things happen to us. — you the pro jew person: YOU… https://t.co/ODnYaIxS1z,0
2914,mobil urs Lesbiennes young brooke pussy XXX porn stream Casting jew XXX Www Sex Xnxxx video videos Porno parn ginge… https://t.co/7dAT8c85Ih,0
2915,@Firelits_ cute as fuck jew imo,0
2916,@beepenut Onz jew,0
2917,@realDonaldTrump @FLOTUS Isn't it weird that jew is the correct term and the deragarive term as well 🤔🤔🤔,0
2918,@scottEweinberg I'm a Puerto Rican jew and I feel thisss,0
2919,Ok so even more fun jew fact apparently this is completely untrue????? I've known it to b fact as long as I can remember but I can't find anything abt it I'm so confused where did I hear this,0
2920,@cnnbrk  jewish women.. they cant even get a divorce.. under Jewish laws.. any man even a non jew controls his jewi… https://t.co/m2nYSeLEA8,0
2921,@kh_ux_na We'll receive 1000 jew For each riku e moogle or we have to sell them to get only 500 per each one?,0
2922,jewish followers: what are your top 3 jew foods?,0
2923,Partouse Doggie Lange porno sex XXX porno XXX blowjob sex jew PornStars video XXX porno XXX video Devine wife Lesbi… https://t.co/OZefFSq7Hs,0
2924,videos massage tits pussy izle porn XXX XXX XXX Nue com XXX Sexe Video time jew ass Japanese thais Porno porn India… https://t.co/oe5sAue1zc,0
2925,"@hanarosestyles its not correct; its said as ""a transgender PERSON""--trans is an adjective not a noun, much like gay and jewish are also adjectives and its incorrect to say ""a gay"" or ""a jew."" essentially its dehumanizing bc ur removing the noun of human or person following it",0
2926,@alsada96318055 @spain_1957 @cbecerrapombo @Wildwildwoody @dezi555 @Dancing69286195 @AnastasiaKLynch @malkaavram @WhistleBlowerXY @silver_stacker @the_alvi @camels_i @maurice_kuttab @turnermx @Sibrad2 @IDFsoldiergirl @LunneySinead @MMayerhoff @joeburns_joe @shannonlshipley @speedymc67 @orla_murray1 @dlsmith0817 @DohanyJulian @stscholasticas @omer18365408 @plaindamsel @laielkha @ellyngail @Shanna1627 @nissatal @dorbar @ishhadmama @RabbSol @DavidMeir11 @Peppi1207 @AnahitaAredvi @Lina_Ondine @Matamurt @SRawlsen @SamMorein1 @Kerpendo @UpYourAss7 @NuttyYahoo @immrincognito @FranatAFI @leena_dajani @Electroflxmusic @cschneid65 @NSRoundtable The are two separate armies. Germans had an army. Jews also had resistance people yes. We have a right to protect ourselves. Whats your point?/You seem to think we need to just lay down a die. Sorry..that's not a jew to give up. How else do you think we are still here...,0
2927,"Me: oh wow so many things to deal with in my inbox

Also me: oh I think instead I'll read this #longread from @abrahamjoseph about the DSA, Israel, and what it means to be a youngish american jew these days https://t.co/qXyneQGjyv",0
2928,Someone isn't a fake jew because they aren't religious. Judaism is both a religion and an ethnicity that can't be w… https://t.co/XUxohgPJxp,0
2929,In the meantime tell only a jew in the Holyland what to do if you be Holy,0
2930,"wasn’t “jesus” a “swarthy” jew from the middle east?

how did he end up blue eyed and bleached blond? https://t.co/MFgNDXPjSE",0
2931,videos massage tits pussy izle porn XXX XXX XXX Nue com XXX Sexe Video time jew ass Japanese thais Porno porn India… https://t.co/ikRCtq3zBQ,0
2932,"People throw politics and anti-semitism at me to deflect criticism. You need to accept I live to expose scum regardless of their race, religion, country, etc. A good example is Boogie, who is antisemitic and h3h3 who are jew. Both are scum",0
2933,not to be the annoying bitter jew for a sec but friendlyish reminder that not ALL of the people in the world want to eat mistletoe and shove candy canes up their ass for 2 months of the year 💗💗💗💗💗,0
2934,"menorah 7,Hanukkah,jewish,jew,judaism,Festival of Lights,Dedication,jerusalem,lampstand,Temple, מְנו Coffee Mug https://t.co/d86Hf8NY24",0
2935,@RedHourBen Happy Birthday to jew.,0
2936,"Zionist Report:

It's been a long standing Gentile tradition to blame the jew

WATCH
https://t.co/VSWZXC5r0l",0
2937,"For jew­el­ers, deal­ers and col­lec­tors alike, some of the big­gest chal­lenges are the same — and all too fa­mil­iar: How can one guar­an­tee the eth­i­cal prove­nance of a di­a­mond or pre­cious stone? #bitcoin #technology #computers https://t.co/eNzsSkdXyA",0
2938,Woah it's chanukah and I didn't even know i miss being a proper jew,0
2939,And Troy was an evil jew for he told a girl to blow him and not suck.,1
2940,@Roman729 Democrat and anti Trump killer walked into a Jewish center and attempted to kill as many Jews as possible. = Trump is anti jew,0
2941,@ShiDavidi People use jew as a noun. Unacceptable that someone's religion is their identity,0
2942,mobil urs Lesbiennes young brooke pussy XXX porn stream Casting jew XXX Www Sex Xnxxx video videos Porno parn ginge… https://t.co/EKPgwe6E2d,0
2943,@bainjal Ask her what is the gotta of her children since she has married a jew?,0
2944,"@FISTfulOFsrcasm Yeah, her ethnicity is another story for another day (she was a Russian jew) but she was a decent teacher overall 7/10",0
2945,i guess the funniest part of being a jew is that hannukah isn’t even our most important holiday (at least where i live) but it’s probably the only one non-jews can name when asked about it,0
2946,"im sorry, I called him a stupid jew.

          and forever I’ll regret it.",0
2947,I was warned that conversion therapy was only for Christian and Catholic that way i started my jew conversion and i… https://t.co/zwSQBICZ1h,0
2948,"@masamune121921 @AJEnglish The jew were living under roman then byzantine. During roman they did revolt.
When they… https://t.co/seocxzElm0",0
2949,"@JudiBUSA @Semaphore89 lol. i love the xmas spirit. but really. i as a jew never celabrated a holiday that includex santa. i think his backround includes his name to be saint nick and we dont have saints. 
ihope xmas spirit stays a long time in america and those sjw dont deem it as rude.",0
2950,@IconicSemedoV3 @doIedosserr What makes jew say that?,0
2951,"@BollandDerek @ImperatorTruth @YouTube RIGHT ON the mark. Catholicism is a ""jew/yahoodim"" construct from the very b… https://t.co/GRNFq3kMfE",0
2952,If u outright refuse to say happy holidays and get mad at those who do just know that ur absolutely ignoring hanukkah and that ur favorite person jesus was a jew thanks for coming to my ted talk,0
2953,"@KyleJamesHoward Crazy to see how much of america is in american christianity. Praying for more of Christ. Christ in whom there is no greek or jew, slave or free, man or woman. Seems like there still is alot of white or black in american evangelicalism. We are one in Christ. #worldchristian",0
2954,"I like Bernie, but I also like shoddy talking points cooked up by DNC Hillbots because they got tired of calling him a communist jew. https://t.co/qdQtg3v8nD",0
2955,"@zoemariets @AJEnglish @AJListeningPost I was a muslim and i dont mind to expose, actually the arab always say jew never been to the land.",0
2956,@jissouI An American jew that pronounces a chet properly! It's truly the season of miracles,0
2957,yo I bet the diary of anne frank was written by a jew,0
2958,@WhyTheWestLost @GillianLazarus @TalOfer @mishtal @JVoiceLabour @BoardofDeputies @BoDPres @JVL_Watch @LabourAgainstAS Education on language is important in the fight against antisemitism. Stopping fascist mobs attacking jewish meetings even more so. You support the latter and attack the former. You are a jew hater. Stop attacking jewish people. Stop being an antisemite,0
2959,@RealCandaceO AOC  sitting congresswoman jew hater  sickening,0
2960,"kid in my class: don’t worry i’m not a jew, i won’t take ur money

STFU TRAVIS YOU CANT FUCKING SAY THAT WITH OUR TEACHER BEING JEWISH",0
2961,As demon rats become more &amp; more anti jew &amp;  anti Israel they show the REALLY UGLY face of America. This growing anti semitism enhanced by vicious anti Israel activity is an indicator of the slide of society into chaos. Just like Nazi Germany ...this bodes ill for EVERYONE !!!!,0
2962,@Caroledamisia @PeteJC21 @iTsTaLaT @GerardButler @LAFD So where is the jews country??how many arab countries are th… https://t.co/L9R3i5QRzX,0
2963,"that one time my mom heard me refer to soda as ""the liquid jew"" to my brother and didn't say anything, if she were a good person she would capitalize on her role as a bystander and tell me that even making anti-semitic jokes is not funny because it contributes to societal bias",0
2964,@MikeStuchbery_ The death of one jew is to many.,0
2965,"@Courtneyscoffs This is the only way change happens. BTW, the Jewish star WAS appropriate in every way. In prewar Nazi Germany, persecution came in phases. The first was elevating anti-jew speakers. The second was silencing jew speakers. It's exactly what's going on here.",0
2966,"@Racheldoesstuff @gregorcorp Wow.  The shocking part is you're proud of offending every serious jew, mocking a religion and openly being an anti-semite.",0
2967,She is the nations #1 female jew hater! And who would give this hateful woman even $1? https://t.co/Mqm3gkJL1j,0
2968,"@JBTVShow Thank you 4 your great shows, always on point. As a jew myself I wonder if increasing number of jew haters in congress is a sign of bad things to come. Its edge of wedge. (BTW is there not a law against MUSLIMS in government?)  That Laura Looomer  banned is disgusting",0
2969,"@says_42 @SebGorka @barb_g_ @Diannarinratmom @Ocasio2018 All of it. She is anti jew because she thinks Israel should not exist because they stole the Land from the Palestinians.However, the Jews occupied this land and all of Canaan since God Gave it to Abraham and his decendents. In 1967 Israel fought the war against the Arabs and won.",0
2970,videos massage tits pussy izle porn XXX XXX XXX Nue com XXX Sexe Video time jew ass Japanese thais Porno porn India… https://t.co/pnPAjAZj1D,0
2971,"@WuzWutz How so you pick up a jew?

 go to Auschwitz and get a dust pan",1
2972,"I swear I didnt just make an account to participate in the giveaway.
I ain't no jew. https://t.co/qmUP68IBpK",1
2973,"@theresa_may go shack up with the jew overlords you work for.....
we want you out ...",1
2974,"https://t.co/lO9I1qMAuG
The only way the CIA could say Saudi Arabia was targeting this idiot reporter is if he was on synthetic telepathy microchips espionage or had optics and cochlear implants like I https://t.co/s3j155hNxJ if he got caught spying then this jew Zuckerberg fault",1
2975,"Laura Loomer, is just another jew craving the spot light !",1
2976,sit down you cheating little jew boys,1
2977,fuck nick neustice! he stole my takis little jew,1
2978,@asarobinson207 Cuz you're a jew,1
2979,@D3mosth3n3s @Pumpkinmeta @RepStandard @elivalley The jew wants everyone to have safe sex and breed to your hearts content.  I'm simply saying that I'm not interested in financing the kind of fascist immigration policies you seem to be advocating for.  It's as simple as that.,1
2980,But w8 if he's a jew and people actually watch him then it must be true that the JEWS RUN EVERYTHING AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
2981,@PrisonPlanet I don't care about that jew.,1
2982,@getongab She's still a drama queen jew,1
2983,@trippen666 @bbyhaileyyyy Shut the door yourself then fucking jew,1
2984,"i count that money like a jew
just need my hunnits due",1
2985,Laura Loomer hancuffing herself to door and wearing a david's star is just great. Let me taste your jew tears idiot.,1
2986,"@repairerofkayak @Russocrat @AlexCKaufman He's probably a typical jew, hates white Christian culture and lobby's for the destruction of the people who vehemently support his ethnostate, mass migration and destruction of family and christian values.",1
2987,@Stockleholm @katabaser Quiet jew.,1
2988,jew culture: you'd sell your soul for costco lox,1
2989,@Stefaniafodd go back top your stolen homes fake jew settlers for u won't be there much longer!!!,1
2990,"@FreeMarketNazi &gt;a jew stole something
Woah",1
2991,that jew nose (that i have slowly come to love about myself) tho,1
2992,@Facebook y'all some right wing dick sucking jew racist motherfuckers!,1
2993,"@Xmllsos7X @fivechapman @cajunchick25 @bsibley97 @TrutherTracy @PLATOSCAVE007 @WidmerAriane @minmaildk76 @def732dan @Akhusa @cjsienna55 @downunderabc123 @BatcaveBatmo @donnie_maga Do not waste time with endless genealogies-  jesus said a true jew is not your bloodline, but your heart acceptin HIM AS SAVIOR!!!!! Gods chose are not jews, they are those with christ as savior- WAKE UP FROM THE LIES OF ZIONISM, created by Rothschild family to dupe you!!!!",1
2994,"@NicoleMoinat @queenofunseen The satanic jewish power elite, not the average religious jew, stuffed us with wars &amp; refugees. https://t.co/LMEYq911zw",1
2995,"@Ian_Flaming @caitoz @PeterPyke As a someone born a Jew, I disagree, the JQ is a legit question. Most Jews are fake jews and are actuality closet Satanists. Anyone who supports Israel is a fake jew. Keep up the good work Sister, you are amazing.",1
2996,"@LowTaxChloe This is such a jew, I wouldn't read any of his books!",1
2997,@Nekowerty like a jew https://t.co/Y2qrP9jmIB,1
2998,"Hey, dumb goyim! Fall for my jew tricks and enjoy being disposessed of your homeland bc we're your superior chosen ones, and it's our right to rule over you!

TIOCFAIDH ÁR LÁ BITCH!!!

Hope that we let you go peacefully to Palestine when Our Day comes. Consider yourself warned. https://t.co/KPRnLcjS0b",1
2999,@Kulustur_PvP Dont jew me,1
3000,Mark zuckerbergs a lil jew bitch,1
3001,"Up until my last video I'd only get the occasional comment like this.
But as soon as I pointed the finger directly at the fascists still in control of Europe the muh jew shills began in earnest.
Distraction, anger, insult, lies.
#NoToGlobalism https://t.co/DAiFpNl3ri",1
3002,@republicat777 @Saymyname8418 Unleash the full power of the jew against them,1
3003,"@Lagud2 @AgainstSage @Nature_and_Race Yes, they play both sides. The bolsheviks were funded by American jew capitalists.",1
3004,"I don't care what kosher-bosher mulatto jew doctors say, I still like Judas Priest",1
3005,Anyone older than the age of 60 shouldn't be president.. So go fuck yourself Joe Biden you old jew.,1
3006,@momflovski atleast im not a jew,1
3007,Stalin his Russian wasn't to good? Why&gt;&gt;&gt; because he was a jew...and he was a mass murderer...especially of Christians...,1
3008,"@PritishNandy its the negative publicity by the jew contolled media that gives wrong perception of hitler, had he been that bad and brutal, do u think Germans would follow him so blindly without any revolt,,,,",1
3009,Ok jew https://t.co/EORHqBEG0U,1
3010,That's the jew interference and probably that's why no one like US :| https://t.co/NFwljRtjcS,1
3011,"a jew meltsdown when the perpetrators of 9.11 were revealed

https://t.co/wsJvzhTXX6",1
3012,"shoutout to my favorite jew, jesus christ. happy hanukkah 👃",1
3013,Put 2 sheckles in the machine and won my bar tab back. Not today jew. No sir.,1
3014,Like gimme that big jew nose and put it where I like it,1
3015,@HowlingFrost the guy in the middle looks like a stereotypical jew,1
3016,"we cant change what happened, but we can change how we relate to it- jew nigger girl",1
3017,"I just got a jew bitch, she don’t like no negro",1
3018,"I swear if I emery drops Mesut Ozil
I will no longer support arsenal because of the dirty jew that looks Ike dracula",1
3019,"@gatewaypundit jew county , crony county !",1
3020,@momflovski cause you're a jew,1
3021,@maduro_en @PresidencialVen @NicolasMaduro Bolivar revolution was a jew revolution against latino people.,1
3022,@RissaRiver freakin jew 😂,1
3023,"@jorjladd @CFCPys You starting to sound like us when you were taken over by that dirty jew, ironic.",1
3024,@caitoz So I’d say that’s basically running the world. Would you still disagree? Take a look at Norm Finklestein. He writes books that purely state facts about the conflicts of israel. He has been blacklisted and labeled a self-hating jew for this. All because jews have the power to doso,1
3025,@marianacx0 Some jew shit,1
3026,"@alexinlaw @btcsupporter @JohnOberg @paulwesley @samosven Lol, I don't know if you realised but I was just messing around about the muslim stuff. He's not even a muslim. He's unfortunately a jew.",1
3027,"He is a sickley bstrd married to a jew, sweaty top lip, FREEMASON https://t.co/ASe9dyT6gz",1
3028,@InVictus_Arrow @fireball375 @KEEMSTAR @SSundee k jew,1
3029,@cnnbrk  if moses had not taxed the jews.. it might be illegal. but msoes knew what 2do. but he did kill them.. say… https://t.co/ZJAF3x3aLA,1
3030,@nextbimbo ok jew!,1
3031,@Bethamarx1 @birdeat3 Don’t say that word you buttfucking jew😡,1
3032,"He's not the source of the problem. The Feminists felt sorry for him because they are mental retards who believe the imaginary genocide of Jews which never actually happened. 

It was Ashkenazi Jews who nick-named the Mizrahi jew boy ""Gigolo"" when he was an adolescent.",1
3033,@benshapiro They should shame the jew...#😂,1
3034,Jordan B Peterson is a jew,1
3035,@thehill probably a black or jew like it always is,1
3036,@Walmart you went jew mode so hard you didn't even pay someone to make you a proper logo,1
3037,"@timjacobwise And yet, the slave trade was mostly a jewish operation. Hey... aren't you a jew, Mr. Wise?",1
3038,@er_peters12 Name 20 then. You jew,1
3039,"@Youssefscarfac3 Take the fucking ugly jew to your side,we doesnt need a bitches!",1
3040,"@dumptrump33 &gt;”normal white people act how I want them to act”

-jew",1
3041,"@1408jd @LouisFarrakhan For one you're not a hebrew,you're ashkaNAZI european false satanic jew as your hateful big… https://t.co/IqHn7pydrJ",1
3042,"@realDonaldTrump US Military Troops SACRIFICED on Oahu {&amp; the DMZ between North &amp; South Korea} so International Banksters profit from our blood, sweat 😓 &amp; tears 😭 AGAIN!?
What do they cal it? “day jew view” !?!",1
3043,"i hate you wyatt you're a fucking jew'
boi https://t.co/RQQpO0e0fb",1
3044,"Find the jew:

👧🧑👨🧔👱‍♂️👨‍🦰👨‍🦱👨‍🦲👨‍🦳👩👱‍♀️👩‍🦰👩‍🦱👩‍🦲👳‍♂️👳‍♀️👲👵👴🧓👩‍🦳🧕👮‍♀️👮‍♂️👩‍🚒👨‍🚒👷‍♀️👷‍♂️👩‍🍳👨‍🌾👩‍🌾👨‍🔧👩‍🔧👨‍🏭👩‍🏭👨‍🍳👩‍🎤👨‍🎤👩‍🎨👨‍🎨👩‍🏫👨‍🏫👩‍🔬👨‍💻👩‍💻👨‍💼👩‍💼👨‍🎓👩‍🎓👨‍🔬👩‍🚀👨‍🚀👩‍⚕️👨‍⚕️👩‍⚖️👨‍⚖️👩‍🎓👨‍🎓👩‍✈️👨‍✈️💂‍♀️💂‍♂️🕵️‍♀️🕵️‍♂️🤶🤵🤵‍♀️👰🤴👸👼🎅🦸‍♀️🦸‍♂️🦹‍♀️🦹‍♂️🧙‍♀️🧝‍♂️🧝‍♀️

That's right, he ain't there. The jew got gassed.",1
3045,@young_khan000 @hamadgul @MSerdah21 You're too cheap to have a dick u jew,1
3046,@TOOAJoyce USURY by any other name is still the talmudic jew,1
3047,"@Culper_Lady56 @Cernovich @CNN Just so you know CNN is run almost entirely by Jews, the same can be said for most other mainstream media companies such as the New York Times and Fox. You just at the ceo, Jeff Zucker , a jew. The top three shareholders are also jews. So that narrative doesn't hold.",1
3048,"@USAPatriotRadio @JGreenblattADL Hahaha american patriot and a jew , these thing cant be in one sentence",1
3049,@SirloinMeesh i fucking hate when people talk to me in the grocery store. always old jew broads in fairway like grabbing my shoulders and shit or some jackass asking me what im making,1
3050,Owen is a jew agree or disagree — Well I've never seen him spend money. Make what you will of that... https://t.co/DLiq4PcYQy,1
3051,@RepGraceMeng @Columbia So how long until it's revealed a jew did this. Again.,1
3052,"@fleurnoir75 @CourtNewsUK his name is john patterson, he is a loony jew hating psycho. he threatened on video last night to have some people at the court ""put in a wood chipper"" by gangsters",1
3053,@MarkAmesExiled @RaniaKhalek He worked for Soros born to jew parents.Need not say anymore.,1
3054,"I do. Hopefully yo ass is a dirty jew. I'll wreck ya and split ya with my words, don't need to throw hands because all I do is flip the bird. You losers aint worth my time. That would be a second I would have to take off from my grind.",1
3055,@KaySylence Fight me then jew 😤,1
3056,"@JustinTrudeau Nah the those jew rip people off the dont #believe in jesus's Christ love am Saviour , but they believe in the Holy Land where Jesus Walked . Mmm suspicious",1
3057,@cnnbrk  moses turned the wealth from the taxing of the rich and now dead jews2 afford the life inside the mtn rang… https://t.co/QXGOj4ZnX2,1
3058,@NeverCuck You've been at this too long to be surprised that a jew is behind disgusting culture being pushed on us.,1
3059,@heartshaped @ionzem to the money you jew we know your game,1
3060,@cnnbrk  when a jew forgets their place.. was chartered to them by Millions of others.. and that they didnt even ta… https://t.co/Mjzw4PNNj6,1
3061,@jaayx11 @_StackinChips Ain’t shit funny big nose jew,1
3062,"@Sftbalplyr77 Only a jew would speak in such a rude, arrogant manner. You shud stop being extremely arrogant so that YHWH wont punish u ppl again. I am sorry abt ur anger that u dont have a country.",1
3063,@thatpeterfox @CNN Sure does send a messege: no one can criticize Israel or their genocide of Palestinians. Damn KIKES forget the caravan the real invasion is that of the jew.,1
3064,HAVE FUN BEING PREGNANT YOU loser jew,1
3065,@benshapiro 1v1 in fortnite u gay jew?????????,1
3066,@WilliamGibney_1 Stfu jew,1
3067,@HiyaItsMayaYT pppft name a single cute jew,1
3068,"@Rmtank_ you fucking jew, how dare you ask that",1
3069,@_Virtty Die fat jew,1
3070,Find that money Lil jew boy ....gimme that Jew gold #fuckisrael #freepalenstine,1
3071,Τhe overloaded drunk Junker defends the masonic/globalist and Jewish Ideology of the lazybones and stupid jew Μarx!… https://t.co/K5uGD37noF,1
3072,@Nylorecsgo @xertioNNCSGO Fucking jew,1
3073,"This is what everyone who has ever had a fight with the jew failed to remember: If you are going to get charged with war crimes, might as well actually commit them.",1
3074,@ADL_National Gods no real estate agent. The jew screams out in pain as he strikes you!,1
3075,@IanWright0 @GaryLineker I think linear has list it... Cool jew boy cool,1
3076,I’d deffo bang even though she’s a jew https://t.co/URYr0jLFor,1
3077,"what's the difference between a jew and a boy scout? 
the jew didn't come back from camp.",1
3078,@dweebgarbage tell him i said hes a dirty jew,1
3079,"@timjacobwise I'm thinking jews gonna jew, because its what they do...would love to be wrong. Not gonna be though...",1
3080,@iwh889 @pawelbiel @AgainstDenial @DorotaPodlesna @HLsenteret @Ojdadana Inquisition/ very noble organisation. It civilizd judical process. Smeard by protestants and jews. If you could see judical process in Jewish kahals in Poland in the same time. Particularity if a Jew wanted to be a Christian There were breach of justice.,1
3081,"@pat_stan_ I do you fucking T-series supporter
Go commit die jew.",1
3082,"@SebGorka @CNN It is pervasive. It has always been. And the shame is so many Jews are elite, uber successful, and democrats. Like before the Holocaust, sit in silence before their jew hating party. #jexit @DonaldJTrumpJr @dbongino @TuckerCarlson @seanhannity",1
3083,@RosenwasserAdam @VP One more pathetic and disgruntled jew who takes an honest greeting by an honest and respected man for happy and peaceful Hanukah and uses it to extinguish the lights of the unity and peace,1
3084,"@donlav @UKDefJournal What's that? *sniff *sniff
Smells like jew.",1
3085,"@NickGriffinBU Anglin is managed by the jew Andrew Auernheimer aka weev, who called for ""mass murder"" and ""rape squads"":
https://t.co/mjMDe6SR7d",1
3086,@Sasha_colexox You Pesky jew,1
3087,"@theOizSilent @harleytime1 @tubgirl4pope @AnnCoulter You’re witty for a jew, I’ll give you that.",1
3088,"@SethAMandel it's okay to be a jew hater , because he suffered under slavery",1
3089,"right-wing archetype 545790 
*googles what a archetype is*
oh so it’s a jew thing, fuck the jews man",1
3090,What a fucking jew,1
3091,"A jew that makes sense, unfuckingbelievable 
https://t.co/Ihm4Jk2R89",1
